Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
163600	-452.78183663076	4	4	3
163700	-446.812770233239	3	2	2
163800	-442.416215908082	3	2	2
163900	-446.950442397387	3	1	2
164000	-450.019203466896	3	4	0
164100	-450.784349019175	4	3	1
164200	-449.313939089704	4	5	1
164300	-453.021696827544	3	2	2
164400	-453.602989793855	3	1	4
164500	-462.125813326976	4	1	6
164600	-447.578131298779	5	1	0
164700	-457.527857863578	5	3	2
164800	-455.555618429854	7	1	1
164900	-455.434533417318	4	2	2
165000	-445.718264843374	2	1	3
165100	-447.566091077631	3	2	2
165200	-445.351656257685	3	2	2
165300	-449.539653914377	3	1	3
165400	-453.694284399371	4	2	3
165500	-439.49233886789	3	2	1
165600	-440.333623455729	4	2	1
165700	-451.096064748147	4	3	3
165800	-448.849511303191	4	2	2
165900	-449.11331161479	3	2	2
166000	-442.795778922359	3	2	1
166100	-446.111773105445	5	1	1
166200	-448.51309553455	4	2	2
166300	-453.438618063166	5	1	3
166400	-453.074632019401	4	1	0
166500	-455.336511946419	6	1	0
166600	-448.914172493259	4	1	2
166700	-450.863083104122	4	3	3
166800	-443.943486165452	3	3	1
166900	-444.863478998001	3	3	1
167000	-443.916404210692	3	4	1
167100	-448.81920220405	4	3	1
167200	-460.169118443441	4	5	2
167300	-455.769102961192	5	2	2
167400	-449.873309523124	3	1	2
167500	-450.434689229574	3	4	2
167600	-445.166447589849	4	1	1
167700	-451.215817514686	4	1	2
167800	-448.776133493108	3	3	1
167900	-449.822237898547	3	6	1
168000	-447.294590854353	3	1	2
168100	-449.781530748448	5	2	2
168200	-445.791595765993	4	1	1
168300	-445.656870386585	3	1	1
168400	-451.943012757243	3	3	2
168500	-452.711054102011	4	2	3
168600	-453.582701244583	4	2	1
168700	-443.542944965095	3	1	1
168800	-445.423571945204	4	1	1
168900	-447.948057739671	4	2	2
169000	-448.14023157931	4	2	1
169100	-443.332763702143	3	1	2
169200	-444.245585077739	3	1	2
169300	-463.799796039805	6	1	4
169400	-444.941185045553	3	2	3
169500	-453.809676343165	3	1	3
169600	-461.223590228404	4	4	2
169700	-446.932646975251	3	1	1
169800	-448.323989977377	3	2	4
169900	-443.555883554403	4	2	1
170000	-456.952829985645	7	3	0
170100	-452.466372994072	5	1	0
170200	-451.356241159137	6	4	1
170300	-444.066915547468	4	1	1
170400	-442.127198712393	4	2	0
170500	-441.577226100743	4	2	0
170600	-452.921048152025	5	1	2
170700	-443.381822818981	4	1	1
170800	-447.581416616	3	1	1
170900	-443.467878548981	3	2	0
171000	-446.752278020714	2	2	1
171100	-450.151622358365	2	2	3
171200	-471.049142998641	5	3	5
171300	-449.287277193436	2	2	2
171400	-449.748025308575	4	4	1
171500	-446.992572967134	3	3	1
171600	-449.957892871971	4	1	3
171700	-443.18543986825	3	3	1
171800	-446.75230345421	4	1	1
171900	-449.38843815493	3	4	2
172000	-447.409948710191	3	2	1
172100	-458.086772182554	3	4	2
172200	-449.62625534143	3	1	1
172300	-446.238144774597	4	1	1
172400	-456.304140321976	4	2	1
172500	-448.677376168104	4	2	1
172600	-443.737890120081	3	1	2
172700	-448.96670733606	3	2	3
172800	-447.732281452434	3	1	2
172900	-448.63782251647	5	1	2
173000	-446.626862895147	3	3	2
173100	-448.177104092738	4	2	1
173200	-452.134194742029	4	4	1
173300	-460.85574809103	4	4	2
173400	-441.657840146082	3	2	2
173500	-449.358057909726	3	1	2
173600	-446.326699528542	4	2	1
173700	-462.060770063135	7	3	2
173800	-449.454124443086	4	1	0
173900	-444.202982441396	4	3	2
174000	-448.261462373823	4	1	1
174100	-450.409364138884	4	3	1
174200	-456.254123210671	7	3	0
174300	-450.332925698919	5	2	0
174400	-458.07772988402	5	2	0
174500	-452.466884476902	4	3	2
174600	-449.784649563681	4	3	2
174700	-448.55834956581	3	2	3
174800	-440.316237641728	3	2	1
174900	-446.784591781355	4	3	1
175000	-439.465605237404	3	3	2
175100	-459.499180282582	5	2	2
175200	-446.786258093726	3	2	1
175300	-447.781550864637	4	1	3
175400	-441.785991390668	3	1	1
175500	-453.670545409634	4	2	2
175600	-445.738000117426	4	1	2
175700	-444.633473162113	4	1	1
175800	-448.998812980704	3	1	3
175900	-448.158502408874	3	1	3
176000	-444.330993090954	3	2	1
176100	-450.614691358578	3	2	1
176200	-441.182818836014	3	2	1
176300	-446.597630668342	5	2	2
176400	-459.711363996365	4	3	2
176500	-448.850066656147	4	2	3
176600	-445.613387052744	4	2	1
176700	-443.747031928772	3	1	1
176800	-446.597151962796	4	1	1
176900	-449.748830771749	3	3	2
177000	-449.354458025883	5	1	2
177100	-453.212641306986	4	1	2
177200	-440.190412977742	3	2	1
177300	-449.451452892671	4	2	2
177400	-445.669320065443	4	2	0
177500	-464.12110038312	2	3	3
177600	-441.427298893687	3	1	1
177700	-448.372173938873	3	2	1
177800	-441.004291460396	4	4	1
177900	-456.329047831674	4	1	4
178000	-448.484079142194	4	1	1
178100	-447.793538741614	4	2	1
178200	-444.063886126072	3	1	2
178300	-451.545518034869	4	1	3
178400	-446.298564606265	3	3	3
178500	-450.467366458498	4	2	1
178600	-447.833213139349	3	1	2
178700	-447.942642403638	3	1	3
178800	-446.20028596908	4	1	1
178900	-449.174372285694	4	1	2
179000	-449.809447042495	5	3	1
179100	-444.075247128026	3	3	2
179200	-445.923680052793	3	4	2
179300	-445.544024058465	3	2	2
179400	-443.934605769233	3	1	2
179500	-444.534423009676	3	3	2
179600	-449.552586661788	2	2	1
179700	-466.236393738201	3	4	4
179800	-449.175663610957	2	2	1
179900	-450.658931769089	2	2	1
180000	-447.058838507092	2	2	1
180100	-459.857742876534	3	3	3
180200	-464.647976733888	6	2	2
180300	-455.848981461037	4	2	2
180400	-453.282125000631	5	2	1
180500	-447.061363729888	4	2	1
180600	-455.821308770338	5	3	0
180700	-453.784948081972	5	4	0
180800	-444.208439518484	4	3	0
180900	-451.841495318653	6	3	0
181000	-449.005091360674	4	3	1
181100	-459.686265240676	5	2	1
181200	-452.30769652672	4	1	2
181300	-446.73090922962	5	3	0
181400	-443.724391165901	4	1	1
181500	-450.197522685236	5	3	0
181600	-443.192632675124	4	2	0
181700	-445.990987809813	4	2	1
181800	-452.091860157462	4	1	1
181900	-456.491774467875	6	1	0
182000	-456.82297796901	6	1	2
182100	-451.708251053624	4	3	1
182200	-456.84918897311	4	2	2
182300	-446.51727792223	4	2	1
182400	-454.040684484084	6	2	1
182500	-459.976223385817	4	7	1
182600	-449.301253431165	4	2	3
182700	-456.050368585425	6	3	0
182800	-454.618009923588	3	2	4
182900	-447.685417589778	3	3	3
183000	-445.514037743951	3	1	0
183100	-447.736927762801	4	4	1
183200	-446.516148484011	4	1	0
183300	-457.377721777114	4	4	1
183400	-454.011771674419	4	1	1
183500	-450.054481120072	2	1	0
183600	-457.658309045825	3	6	1
183700	-442.442668288907	2	3	1
183800	-445.625669424667	2	2	1
183900	-446.860136937736	2	3	1
184000	-445.62777912511	2	3	2
184100	-445.146991811319	2	2	1
184200	-451.147870569327	2	2	3
184300	-443.48827802839	4	2	1
184400	-448.56150107946	3	2	2
184500	-445.768273494382	3	1	3
184600	-449.96328022089	5	2	1
184700	-444.54820984973	4	3	1
184800	-458.087024626429	4	4	2
184900	-443.420646255016	3	2	1
185000	-439.238514417193	3	2	1
185100	-448.469533195499	3	2	3
185200	-454.254167907647	5	4	3
185300	-455.02037595404	6	1	2
185400	-453.489883844732	5	1	3
185500	-441.02890051037	3	1	1
185600	-456.899845408879	5	3	1
185700	-449.511340418348	4	3	2
185800	-445.287361306208	3	2	1
185900	-442.499501052939	3	2	1
186000	-447.99874837584	3	1	1
186100	-443.230667905972	4	1	1
186200	-447.907784975508	3	1	1
186300	-458.769453580002	7	3	1
186400	-448.15661700591	3	3	1
186500	-445.865799398269	3	2	1
186600	-448.807749638952	3	4	2
186700	-444.147813893537	3	1	1
186800	-444.602535627169	3	1	2
186900	-451.760200881517	3	3	3
187000	-453.876250619422	5	2	2
187100	-450.214781895969	3	2	2
187200	-448.356686601006	4	1	2
187300	-446.612194432199	3	2	3
187400	-442.248021311974	3	3	1
187500	-450.418726797176	4	1	1
187600	-441.811447273909	4	2	0
187700	-450.601267684789	5	3	0
187800	-453.144477896217	3	3	2
187900	-449.696686698874	4	1	2
188000	-460.914282527444	4	2	4
188100	-449.869176833284	3	2	3
188200	-449.651336674029	3	2	2
188300	-440.449341765728	4	2	1
188400	-444.194375130892	4	2	1
188500	-450.355700621141	3	3	2
188600	-439.746375123065	3	1	2
188700	-443.750680747792	3	2	1
188800	-444.24578159665	3	1	2
188900	-450.709957328028	6	3	1
189000	-454.930463819755	4	1	3
189100	-442.588986041158	3	2	1
189200	-447.911216514523	3	1	2
189300	-446.366827331878	3	1	2
189400	-448.203262631982	3	2	2
189500	-454.858205118753	6	3	1
189600	-449.775877592974	4	1	1
189700	-439.135666041993	3	1	1
189800	-455.517938043317	4	1	5
189900	-450.543691102279	4	1	2
190000	-458.980260021333	4	2	2
190100	-448.778468201379	3	1	2
190200	-441.056611888189	3	1	1
190300	-453.598693254328	3	3	2
190400	-446.280618875432	3	1	1
190500	-448.769495449734	3	2	3
190600	-440.969455903386	3	2	1
190700	-457.874191886305	4	2	4
190800	-449.692096957274	3	1	3
190900	-439.007480161012	3	1	1
191000	-439.280354175127	3	2	1
191100	-447.394650408315	4	1	1
191200	-446.758510770615	4	1	0
191300	-447.054321742371	4	1	3
191400	-444.525029614523	4	3	1
191500	-442.686372493586	4	1	0
191600	-445.115477489759	5	2	1
191700	-444.991568766599	4	3	1
191800	-454.255806328779	6	1	0
191900	-448.709735362893	5	1	0
192000	-453.39537562458	5	3	0
192100	-450.165013844519	4	1	2
192200	-456.88836941965	4	4	3
192300	-447.287849738233	3	1	3
192400	-458.929197224657	4	2	3
192500	-455.993933491146	2	2	2
192600	-449.442831779068	2	1	1
192700	-448.813154369671	3	1	1
192800	-449.325586170084	3	2	3
192900	-449.590628737726	3	2	2
193000	-450.280971725885	4	2	0
193100	-453.271275834644	5	2	0
193200	-449.160351737091	5	1	0
193300	-454.21598363771	4	3	0
193400	-452.79304105272	3	1	3
193500	-446.743207116092	3	2	0
193600	-446.253433083882	3	2	3
193700	-443.997060581376	3	2	1
193800	-443.573692531495	3	2	1
193900	-454.905948497048	4	2	1
194000	-452.995534918015	4	1	3
194100	-450.653904125104	3	2	2
194200	-442.759446125749	4	1	0
194300	-447.689685862234	4	2	0
194400	-453.269601032317	4	2	2
194500	-447.899468606414	3	3	1
194600	-445.387169743603	3	2	0
194700	-448.288301282708	4	1	2
194800	-446.392945911014	4	1	1
194900	-448.157926265418	3	1	2
195000	-441.058448332401	3	1	1
195100	-441.268362035965	3	2	1
195200	-451.2268591024	4	1	2
195300	-451.862932726997	3	2	3
195400	-453.615089284557	2	5	2
195500	-449.873610350633	2	3	3
195600	-453.968705434358	2	5	2
195700	-451.002193195057	2	2	4
195800	-446.690055007765	2	3	3
195900	-453.130254840519	2	1	4
196000	-455.605493889632	2	4	1
196100	-450.312260478596	3	1	3
196200	-448.864456997859	4	1	1
196300	-452.0237590562	3	3	2
196400	-448.624314203895	4	3	2
196500	-450.366462750036	4	1	2
196600	-447.529235191129	4	1	1
196700	-453.819244055582	3	2	2
196800	-445.467423850693	3	2	2
196900	-453.320282037547	5	4	2
197000	-456.340293576537	4	2	3
197100	-449.781411761271	4	1	3
197200	-450.061758134168	5	1	1
197300	-461.124671131527	4	2	2
197400	-453.851607182633	3	4	3
197500	-448.682637579671	3	1	2
197600	-449.065509077124	3	3	3
197700	-443.736403565355	3	1	1
197800	-441.841793963221	3	1	1
197900	-450.175962263462	4	2	1
198000	-454.029732128328	6	2	0
198100	-447.610310243587	4	2	2
198200	-450.0012173107	5	3	0
198300	-445.883415886368	5	1	0
198400	-450.330831479392	5	2	1
198500	-456.509568246129	5	2	1
198600	-457.501837528777	6	1	0
198700	-446.688074268205	4	5	0
198800	-449.121319737372	5	1	0
198900	-448.808476680903	3	3	0
199000	-456.47183504713	4	1	3
199100	-452.336541556002	4	1	0
199200	-454.852632407859	3	1	2
199300	-456.338029665482	4	1	1
199400	-461.745679645987	4	1	3
199500	-466.02774298224	5	3	3
199600	-452.695319304822	3	2	1
199700	-462.152680489911	4	1	2
199800	-459.240217285049	4	1	1
199900	-459.407659892235	5	1	1
2e+05	-453.598494765789	3	1	2
